created_at,date,user_id,username,name,tweet,link,tweet_preproc,Label
1655368978000.0,2022-06-16 15:42:58,1249972882626637824,lawancovid19_id,KPCPEN #PakaiMasker,disebutkan bahwa pria tersebut ditangkap karena merupakan pembuat virus covid dengan tambahan narasi alhamdulillah biang virus corona nya sudah tertangkap faktanya informasi tersebut tidak benar,https://twitter.com/lawancovid19_id/status/1537355036581236737,"['sebut', 'bahwa', 'pria', 'sebut', 'tangkap', 'karena', 'rupa', 'buat', 'virus', 'covid', 'dengan', 'tambah', 'narasi', 'alhamdulillah', 'biang', 'virus', 'corona', 'nya', 'sudah', 'tangkap', 'fakta', 'informasi', 'sebut', 'tidak', 'benar']",0
1653351636000.0,2022-05-24 07:20:36,1335162499658776576,ARIOKESUMA234,IKN Sri Jaya Negara 234,biang nya corona sudah tertangkap,https://twitter.com/ARIOKESUMA234/status/1528893692282814465,"['biang', 'nya', 'corona', 'sudah', 'tangkap']",0
1653282130000.0,2022-05-23 12:02:10,1467076383960535041,elpoghu,Elpoghu'y,bener gak ya biang corona nya telah tertangkap,https://twitter.com/elpoghu/status/1528602162032672768,"['bener', 'tidak', 'ya', 'biang', 'corona', 'nya', 'telah', 'tangkap']",0
1596022458000.0,2020-07-29 18:34:18,979739813833162759,ente_ajh,Save Al Aqso🏴,muhammadadam on proses apa joko candra masuk ri bulan nya ditangkep eh malah di kasih ektpsurat jalan srt corona dikawal amp jadi konsultan nah kurang jelas apa lagi harum masiku jelas tertangkap kamera masuk indo eh pada ngeles smua bilang udh lari ke ln masih lo biang proses,https://twitter.com/ente_ajh/status/1288437691013505024,"['muhammadadam', 'on', 'proses', 'apa', 'joko', 'candra', 'masuk', 'ri', 'bulan', 'nya', 'ditangkep', 'eh', 'malah', 'di', 'kasih', 'ektpsurat', 'jalan', 'srt', 'corona', 'kawal', 'amp', 'jadi', 'konsultan', 'nah', 'kurang', 'jelas', 'apa', 'lagi', 'harum', 'mas', 'jelas', 'tangkap', 'kamera', 'masuk', 'indo', 'eh', 'pada', 'ngeles', 'smua', 'bilang', 'udh', 'lari', 'ke', 'ln', 'masih', 'kamu', 'biang', 'proses']",0
