created_at,date,user_id,username,name,tweet,link,POS tagged,Label
1643532315000.0,2022-01-30 15:45:15,3231776798,beritacovid,Berita Covid,cek fakta  beredar informasi minum kopi dapat atasi covid    varian omicron  simak faktanya       pikiran rakyat covid covid    ,https://twitter.com/beritacovid/status/1487708475270610947,"[('cek', 'n'), ('fakta', 'n'), ('beredar', 'n'), ('informasi', 'n'), ('minum', 'n'), ('kopi', 'n'), ('atasi', 'n'), ('covid', 'n'), ('varian', None), ('omicron', 'n'), ('simak', 'n'), ('faktanya', 'n'), ('pikiran', 'n'), ('rakyat', 'n'), ('covid', 'n'), ('covid', 'n')]",0
1643532096000.0,2022-01-30 15:41:36,58880688,pikiran_rakyat,Pikiran Rakyat,cek fakta  beredar informasi minum kopi dapat atasi covid    varian omicron  simak faktanya  ,https://twitter.com/pikiran_rakyat/status/1487707557741297664,"[('cek', 'n'), ('fakta', 'n'), ('beredar', 'n'), ('informasi', 'n'), ('minum', 'n'), ('kopi', 'n'), ('atasi', 'n'), ('covid', 'n'), ('varian', None), ('omicron', 'n'), ('simak', 'n'), ('faktanya', 'n')]",0
1643445830000.0,2022-01-29 15:43:50,1442666244151205891,AsumsiSultraCom,Asumsi Sultra,cek fakta  kopi tanpa gula disebuti bisa bantu atasi virus corona varian omicron   ,https://twitter.com/AsumsiSultraCom/status/1487345731505569792,"[('cek', 'n'), ('fakta', 'n'), ('kopi', 'n'), ('gula', 'n'), ('disebuti', 'n'), ('bantu', 'n'), ('atasi', 'n'), ('virus', 'n'), ('corona', 'n'), ('varian', None), ('omicron', 'n')]",0
